Open,High,Low,Close,Volume,Dividends,Stock Splits
33.812719463002786,34.19982479830246,33.79383583668531,34.17150115966797,79565600,0.0,0.0
34.041691230387755,34.33438214541332,33.94491395989324,33.994483947753906,110871600,0.0,0.0
34.05820667302944,34.11249846091452,33.859933956890806,33.90950393676758,84596000,0.0,0.0
33.92602456229593,34.03224183059644,33.817448190854236,33.83396911621094,66688800,0.0,0.0
33.89534520253396,33.96143611393486,33.73011432234718,33.793846130371094,75733600,0.0,0.0
33.73955157647799,33.8363288219517,33.059755356913826,33.43033981323242,121517600,0.0,0.0
33.42325934271924,33.55307843768656,33.28399303084761,33.47046661376953,81400000,0.0,0.0
33.49643631074899,33.607375395725285,33.29344177246094,33.29344177246094,71291600,0.0,0.0
33.39493507363131,33.48935322582676,33.25095054300695,33.4775505065918,66328400,0.0,0.0
33.378412140217264,33.52711486824321,33.307599430751374,33.32884216308594,58790000,0.0,0.0
33.489351302501944,33.51767494569181,33.15181228052527,33.20610046386719,69313600,0.0,0.0
33.33357096522907,33.7348382674885,33.31940914070112,33.62154006958008,93278400,0.0,0.0
33.62153963858606,33.678186935971716,33.482276896933335,33.58141326904297,69283600,0.0,0.0
33.87173207865096,33.977949333473745,33.7961975675071,33.90477752685547,68537200,0.0,0.0
33.968513090491875,34.20219035670044,33.95906947470891,34.1148567199707,75486000,0.0,0.0
34.10069631908647,34.13138266913373,33.84341360438266,33.914222717285156,80164800,0.0,0.0
33.97086807722781,34.02751896000865,33.82688356829976,33.940181732177734,56985200,0.0,0.0
34.010996983166436,34.06056695952366,33.817446088778524,33.90713882446289,83441600,0.0,0.0
34.249393920603374,34.745075592865945,34.216348475785864,34.598731994628906,134411600,0.0,0.0
34.82533347401179,34.95515616996409,34.66010622538336,34.81825256347656,181408800,0.0,0.0
34.36506087812957,34.81353901489962,34.05348996784627,34.712039947509766,182788000,0.0,0.0
34.584570218686075,34.730913817105176,34.41698029010666,34.58692932128906,93487600,0.0,0.0
34.64123154301854,35.165240668056896,34.64123154301854,35.1605224609375,109310800,0.0,0.0
35.17703980435738,36.27934613745041,35.17703980435738,36.116477966308594,195009600,0.0,0.0
36.31947777083184,36.55788050297596,36.22034139177898,36.34780502319336,156521600,0.0,0.0
36.26282476362924,36.33599658415358,35.90404297087812,36.17548751831055,103222800,0.0,0.0
36.13282469527576,36.51679027147424,36.0996428421772,36.488346099853516,109020400,0.1575,0.0
36.666110255295216,37.0737751269283,36.659000115858106,36.99793243408203,130108000,0.0,0.0
36.97659197265937,37.12828094853934,36.74906031711465,36.90311813354492,104038800,0.0,0.0
36.96000309757017,36.98844365056176,36.670845420320745,36.84860610961914,80194000,0.0,0.0
36.4053844021108,36.6352884770261,35.483399262288025,35.611385345458984,203070800,0.0,0.0
35.8531464244789,36.34376403883214,35.81996457431274,36.154151916503906,134272800,0.0,0.0
36.35325109000448,36.4954574867686,36.175490381636166,36.27740478515625,107843200,0.0,0.0
36.50019446309803,36.637663161945106,36.24184979883133,36.497825622558594,91865600,0.0,0.0
36.71350663175758,36.71350663175758,36.336654834496514,36.45279312133789,79675600,0.0,0.0
36.46227621428931,36.54049136120539,36.18496993879644,36.34376907348633,76712000,0.0,0.0
36.43620138781628,36.58315268912026,36.27029212816722,36.469383239746094,76942400,0.0,0.0
36.5001922124648,36.55707693085789,36.336651811566114,36.40775680541992,87710400,0.0,0.0
36.362724436549584,36.60210751810889,36.34139402282209,36.42197799682617,80507600,0.0,0.0
36.49307999822034,36.54048211924221,36.11622825375391,36.20629119873047,97804800,0.0,0.0
36.30348214147799,36.341405299794886,36.078319265867535,36.305850982666016,65616400,0.0,0.0
36.40065271950146,36.843868255615234,36.23711229141326,36.843868255615234,111082800,0.0,0.0
36.5807811487218,36.606852862787974,36.37221105274309,36.483604431152344,101326800,0.0,0.0
36.476491111447466,36.92918919050409,36.44805055914666,36.606849670410156,106499600,0.0,0.0
36.74195257223825,36.969484242604096,36.6139628431756,36.82490539550781,84278400,0.0,0.0
36.7964589758231,36.86519151080829,36.594995434971494,36.73483657836914,85003200,0.0,0.0
36.78224693763242,36.78224693763242,34.60882640949542,35.310386657714844,259530800,0.0,0.0
34.542452423623764,34.62540522756913,33.77689391794459,34.46660614013672,289229200,0.0,0.0
34.879019236186224,34.94775178004111,34.402618260815714,34.743919372558594,136661600,0.0,0.0
34.95959977898093,34.95959977898093,34.09212680801856,34.40498733520508,126124800,0.0,0.0
33.96888338372005,34.24381715978187,33.70579742668689,34.19878387451172,128661600,0.0,0.0
34.07790667507368,34.24855721488015,33.70342374697339,33.72001647949219,201444400,0.0,0.0
34.04947294868345,34.7794773782744,34.04947294868345,34.684669494628906,130165600,0.0,0.0
34.81028486056583,34.81028486056583,34.35284905300592,34.36943817138672,99600400,0.0,0.0
34.4903122639071,34.62067081561324,34.274628443497875,34.573265075683594,85063200,0.0,0.0
34.5495774280146,34.76999900321971,34.39551595459197,34.516395568847656,76425200,0.0,0.0
34.39787576067495,34.87901434990713,34.39313446352313,34.670440673828125,141757600,0.0,0.0
34.88139136538312,35.14447736244238,34.45713739288981,34.561424255371094,102769600,0.0,0.0
34.36944092946202,34.64200953319815,34.039991210654826,34.066062927246094,99047600,0.0,0.0
34.24619113278057,34.63015306999566,33.93096173848588,34.56378936767578,88329600,0.0,0.0
34.29832717698451,34.39787270904093,33.72238077856192,34.05419921875,125997600,0.0,0.0
34.236706716541306,34.35758629519946,34.07790760753877,34.13479232788086,92096400,0.0,0.0
34.33862793220707,34.438173489699885,33.91674282907294,34.01154708862305,57111200,0.0,0.0
34.05658199692874,34.31729553136255,33.82667785921068,34.15138626098633,86278400,0.0,0.0
33.89777285786344,34.01153866445555,33.753194047101665,33.829036712646484,96515200,0.0,0.0
33.869336270255026,34.30781409739464,33.869336270255026,34.17271423339844,76806800,0.0,0.0
34.156123806283375,34.59222915951301,33.9807319588419,34.38128662109375,84362400,0.0,0.0
34.303078875352526,34.568537352534165,34.22012603968115,34.49269104003906,79127200,0.0,0.0
34.57327460955092,34.646748463532624,34.32441248904546,34.54246520996094,99538000,0.0,0.0
34.48557434206349,35.19424827139467,34.47135406531279,35.023597717285156,100797600,0.0,0.0
35.071004441877164,35.39334401782577,34.919315442404354,35.324607849121094,80528400,0.0,0.0
35.27246864173629,35.76545518611695,35.21321506878609,35.44785690307617,95174000,0.0,0.0
35.362528427046364,35.58295357916637,35.236911153034704,35.571102142333984,71475200,0.0,0.0
35.66590219054958,35.88869615709631,35.54028493137755,35.79389190673828,83692000,0.0,0.0
35.90766602941209,35.964550762704235,35.597177878697046,35.632728576660156,68974800,0.0,0.0
35.54976713103469,35.656422815639054,35.28668118018376,35.61613082885742,105010400,0.0,0.0
35.689602799504705,36.130449407175504,35.52843124425027,36.04749298095703,85972800,0.0,0.0
35.97876319000703,36.462270659542135,35.97876319000703,36.20155715942383,75415600,0.0,0.0
36.346139741943375,36.48360483594401,36.27740357839231,36.37221145629883,63124000,0.0,0.0
36.44093227113336,36.497816979563225,34.91219144550793,35.68485641479492,129905200,0.0,0.0
35.52606731378099,35.60665129427019,35.36015805496482,35.433631896972656,68854800,0.0,0.0
35.528427705475444,35.63034569372241,35.10891516863603,35.251121520996094,79383600,0.0,0.0
35.33882492536567,35.604279719083614,35.1752845197536,35.563987731933594,141474400,0.0,0.0
37.75163331485261,37.86303031307901,37.012149936456815,37.244422912597656,279747200,0.0,0.0
37.22308688411769,37.26101003025422,36.741948269230065,36.87230682373047,108389200,0.0,0.0
36.99082295521342,37.306048786691,36.90075636533345,37.06666564941406,82239600,0.0,0.0
37.22545715284336,37.66630379808206,37.13302174093285,37.64023208618164,87481200,0.0,0.0
37.590462134697404,38.35601716255815,37.51224699688369,37.94124221801758,144823600,0.0,0.0
37.746888937646304,38.22328990464103,37.71133824602753,38.17351531982422,104526000,0.0,0.0
38.047399678472416,38.071195628040805,36.79343228661537,36.95761489868164,163217200,0.1575,0.0
37.26219135795497,37.7309433349678,37.136080788581246,37.471580505371094,105028400,0.0,0.0
37.9094004529474,38.12117136503631,37.77377005549865,38.0355110168457,88490800,0.0,0.0
38.22824684673357,38.594680571012645,38.10451442275827,38.4519157409668,117862000,0.0,0.0
38.53281570857616,38.66844247701776,38.10689210515268,38.29724884033203,110686400,0.0,0.0
38.194931007999216,38.2401411372523,37.55723654352576,37.56199645996094,111762400,0.0,0.0
37.56199395452138,37.952223568870906,37.29073682784856,37.47633361816406,109712400,0.0,0.0
37.47633964513926,37.569138055220925,36.907651207817736,37.4073371887207,105474000,0.0,0.0
37.65004430900253,38.07120806483066,37.60007788163931,38.01885986328125,86418400,0.0,0.0
37.849913388809604,38.18303494087436,37.80470325729669,38.06644058227539,77596400,0.0,0.0
38.17350866745586,38.24727465581006,37.72617460597261,37.89749526977539,79275600,0.0,0.0
37.987917526068365,38.204448345900694,37.89750089562663,38.03788757324219,101920400,0.0,0.0
38.10451505109485,38.54709292996531,38.054544999765504,38.420982360839844,103864000,0.0,0.0
38.09499738962868,38.813588702599354,38.07120143642983,38.76362228393555,118067600,0.0,0.0
38.97539117271971,38.99680535103502,38.69223604581996,38.868316650390625,109078400,0.0,0.0
38.937319391676816,39.14671215210281,38.89924732055345,39.022979736328125,107140400,0.0,0.0
39.21333652618959,39.246648680789626,38.934941313299525,39.03487777709961,66364400,0.0,0.0
38.963507071358464,39.08247961203437,38.20446168092559,38.566139221191406,117874000,0.0,0.0
38.71603729146741,38.78266160917078,38.19493709669578,38.52568054199219,86606800,0.0,0.0
38.56850461458287,38.60419854343788,38.156860776540526,38.371009826660156,87714000,0.0,0.0
38.27582496437163,38.34482740263314,37.72141279283285,37.745208740234375,114446000,0.0,0.0
38.19017464605279,38.55899014292846,38.04502804266634,38.42811965942383,126323200,0.0,0.0
38.69224459537446,39.01347186409357,37.778536477833576,38.275840759277344,286856000,0.0,0.0
38.04026322572125,38.06168103353786,37.57389309280992,37.9879150390625,179629600,0.0,0.0
37.83087261280589,37.92842729248923,37.61671995838025,37.661930084228516,95042800,0.0,0.0
37.70713364600211,38.30199597571029,37.59529923755685,38.04263687133789,196458400,0.0,0.0
38.097375432252,38.190173840278646,37.59531131940203,37.75473403930664,113077600,0.0,0.0
37.95460161160408,38.016469628714454,37.70000237663752,37.769004821777344,83242400,0.0,0.0
37.571514035657565,37.65717438086021,36.60307977395927,37.136077880859375,211805600,0.0,0.0
37.07183862586322,37.07183862586322,36.34610551464118,36.498390197753906,150046800,0.0,0.0
36.058178229041914,36.231880666816714,35.8249931810488,36.14146041870117,186581600,0.0,0.0
35.6893717730797,36.12718970066873,35.49187698785418,35.8226203918457,177549200,0.0,0.0
36.115294623452755,36.624496817897,36.09388044316489,36.438899993896484,146640000,0.0,0.0
36.59595044407134,36.81485946052974,36.53408240565144,36.698265075683594,102016800,0.0,0.0
36.61735269824249,36.71015109488617,36.334197592117555,36.472206115722656,88022000,0.0,0.0
36.45555381037238,36.67446276725316,36.16763877261196,36.672080993652344,105199200,0.0,0.0
36.70540218329377,36.75061232380959,36.33896840305289,36.59832763671875,74795200,0.0,0.0
36.6459055880885,36.90288660586288,36.622113268198774,36.75774002075195,64921200,0.0,0.0
36.555488389514124,36.61021471822905,36.2770931989831,36.51979446411133,80655200,0.0,0.0
36.68635863195353,36.986171657880234,36.65542825063366,36.974273681640625,85135200,0.0,0.0
36.874347107941695,36.99807955866955,36.776788759661,36.9528694152832,69630400,0.0,0.0
37.074210359555224,37.29311932676099,36.99806984653925,37.08134841918945,65051600,0.0,0.0
37.13369508667955,37.59530895476606,36.90526992625172,37.09562301635742,62468000,0.0,0.0
37.112277582809305,37.35260069752011,37.05992939849572,37.25028610229492,67622400,0.0,0.0
37.20269747492141,37.4453987299393,37.055169124756226,37.119415283203125,64500400,0.0,0.0
37.293120072407405,37.42399055290593,37.21697955786906,37.35498809814453,65576800,0.0,0.0
37.571503292067916,38.0711891013234,37.5120170590971,38.04263687133789,96486000,0.0,0.0
38.018854163115,38.27821335779014,37.887983678862895,38.18303680419922,75989200,0.0,0.0
38.17113606142227,38.24014214391536,37.97602305147297,38.01409149169922,65496800,0.0,0.0
37.29788468085231,37.376406979028694,36.886240782006254,37.11466598510742,170336800,0.0,0.0
37.264569654019176,37.535826831054685,37.10990684362501,37.17890930175781,95896400,0.0,0.0
37.33119467014264,37.521551415493285,37.00045123201264,37.159873962402344,87937200,0.0,0.0
37.18843362245234,37.45731271505416,37.16701943740095,37.38117218017578,71028800,0.0,0.0
37.3359524857724,37.48823714733097,36.94572281360654,37.21697998046875,84828400,0.0,0.0
37.41209735691915,37.554865832206595,37.305022815830135,37.45492935180664,68002000,0.0,0.0
37.90225298747539,38.927798866495316,37.76186632539395,38.79692840576172,177816800,0.0,0.0
38.99680789839033,39.99141993722887,38.956357682012715,39.67019271850586,178803200,0.0,0.0
39.95096421858157,40.36736797036266,39.72253905082596,40.22222137451172,144187200,0.0,0.0
40.41971890283135,40.43637679679378,39.40607443680821,39.71064376831055,134551200,0.0,0.0
39.64164273379257,40.093736830319926,39.327553557108175,40.000938415527344,165573600,0.0,0.0
41.40242681088655,41.464291199050386,40.717144101831146,41.045509338378906,237594400,0.0,0.0
41.01458009780042,41.63799849117858,40.85991729403161,41.461917877197266,140105200,0.0,0.0
