Date,Open,High,Low,Close,Adj Close,Volume
2017-09-06,36.146683,36.204887,35.244469,35.267754,35.267754,2346101
2017-09-07,35.494762,35.616997,34.569267,34.947613,34.947613,2251095
2017-09-08,34.796276,35.779976,34.796276,35.663563,35.663563,1901482
2017-09-11,36.024448,36.332947,35.791618,35.954597,35.954597,2120871
2017-09-12,36.001163,36.577415,35.954597,36.408615,36.408615,1825031
2017-09-13,36.047729,36.309662,35.209545,35.535507,35.535507,2927644
2017-09-14,35.535507,35.622818,34.988358,35.168800,35.168800,2141659
2017-09-15,35.011642,35.512222,34.516880,35.407452,35.407452,3755548
2017-09-18,35.535507,36.094296,35.343422,35.704308,35.704308,3893847
2017-09-19,35.878929,36.082653,35.564610,35.820721,35.820721,1510466
2017-09-20,35.797440,37.043072,35.797440,36.769501,36.769501,3301652
2017-09-21,36.816067,37.648430,36.816067,37.252621,37.252621,2520821
2017-09-22,37.112923,37.456345,36.810246,37.305004,37.305004,1604612
2017-09-25,37.246799,37.246799,36.222351,36.536671,36.536671,2850334
2017-09-26,36.658905,37.223515,36.379513,37.101280,37.101280,1613374
2017-09-27,37.293365,37.904541,37.107101,37.712456,37.712456,1908011
2017-09-28,37.584400,38.795113,37.467987,38.568104,38.568104,3840074
2017-09-29,38.800930,39.668221,38.783470,39.452850,39.452850,3763451
2017-10-02,39.348080,39.505238,38.311993,39.121071,39.121071,2500205
2017-10-03,39.150173,39.371361,38.905704,39.173458,39.173458,1823829
2017-10-04,39.150173,39.260769,38.672874,38.946449,38.946449,3180018
2017-10-05,38.521538,38.777649,37.846333,38.544819,38.544819,4587060
2017-10-06,38.306171,39.016296,38.218861,38.993015,38.993015,1923301
2017-10-09,39.150173,39.342258,38.835857,39.115250,39.115250,2252470
2017-10-10,39.272411,39.749710,39.051224,39.487778,39.487778,2071564
2017-10-11,39.563446,40.139698,39.383003,39.738068,39.738068,2698634
2017-10-12,39.580910,39.871944,39.144356,39.650757,39.650757,1816098
2017-10-13,39.761349,39.802094,39.010475,39.115250,39.115250,1691543
2017-10-16,39.400467,39.447029,38.591385,38.847496,38.847496,1650998
2017-10-17,38.806751,38.841675,37.590221,37.625145,37.625145,2024835
2017-10-18,37.636787,37.788128,37.322468,37.694996,37.694996,2483884
2017-10-19,37.334110,38.376019,36.833527,38.271248,38.271248,2553292
2017-10-20,38.527355,39.464493,38.504074,39.353901,39.353901,2261747
2017-10-23,39.481956,39.691502,39.249126,39.400467,39.400467,1896157
2017-10-24,39.487778,40.116413,39.348080,39.837021,39.837021,1883787
2017-10-25,39.656578,39.988358,39.412106,39.674042,39.674042,3077453
2017-10-26,39.831200,40.937138,39.697323,40.244469,40.244469,2491787
2017-10-27,40.296856,40.523865,39.796276,40.506405,40.506405,1680719
2017-10-30,40.506405,40.611176,39.743889,40.192085,40.192085,2043561
2017-10-31,39.930153,40.628639,39.755531,40.366707,40.366707,2318097
2017-11-01,40.820721,41.222351,40.215366,40.570431,40.570431,3830281
2017-11-02,40.454018,42.176949,39.918510,41.653084,41.653084,4560087
2017-11-03,42.083817,43.003490,41.938301,42.636787,42.636787,2803948
2017-11-06,43.026775,43.311993,42.299187,42.974388,42.974388,2104894
2017-11-07,43.032597,43.579742,42.683353,42.828873,42.828873,2541437
2017-11-08,42.654247,42.922001,42.112923,42.811409,42.811409,5281476
2017-11-09,42.246799,42.741562,40.931316,41.362049,41.362049,3777367
2017-11-10,41.414436,42.060535,41.362049,41.967403,41.967403,2391628
2017-11-13,42.066357,42.293365,41.536671,42.188591,42.188591,1525584
2017-11-14,42.147846,42.694996,41.903378,42.619324,42.619324,2098365
2017-11-15,42.543655,42.648430,41.693829,41.833527,41.833527,3717065
2017-11-16,42.339931,43.224682,42.229336,43.183933,43.183933,2070877
2017-11-17,42.980209,43.597206,42.898720,43.463329,43.463329,2064005
2017-11-20,43.655415,44.575089,43.655415,44.545982,44.545982,2400905
2017-11-21,44.755531,45.104774,44.551804,44.959255,44.959255,3278116
2017-11-22,45.343422,45.343422,44.452850,44.615833,44.615833,1434874
2017-11-24,44.953434,44.953434,44.639114,44.691502,44.691502,628788
2017-11-27,44.644936,44.976719,44.505238,44.697323,44.697323,1058288
2017-11-28,44.924332,44.953434,43.818394,44.569267,44.569267,2014011
2017-11-29,44.586727,44.976719,44.307335,44.918510,44.918510,2072252
2017-11-30,45.017464,46.362049,44.481956,46.001163,46.001163,3007874
2017-12-01,45.948776,46.623981,44.097790,45.395809,45.395809,2623901
2017-12-04,45.983704,46.513390,44.202560,44.429569,44.429569,3074705
2017-12-05,44.167637,45.238651,44.121071,44.458672,44.458672,1797715
2017-12-06,44.161816,44.458672,43.725262,44.254948,44.254948,1764214
2017-12-07,44.284050,44.965076,44.109428,44.650757,44.650757,2166226
2017-12-08,44.988358,45.256111,44.604191,44.976719,44.976719,3091541
2017-12-11,45.227009,45.372524,44.353901,44.470314,44.470314,2105581
2017-12-12,44.423748,44.644936,44.138535,44.406284,44.406284,1470608
2017-12-13,44.563446,45.058208,44.161816,44.912689,44.912689,2036002
2017-12-14,45.023281,45.547150,44.173458,44.313156,44.313156,2536283
2017-12-15,44.377182,45.343422,44.313156,45.116413,45.116413,1973467
2017-12-18,45.232830,45.593716,44.749710,45.215366,45.215366,1973295
2017-12-19,45.372524,45.407452,44.458672,45.250290,45.250290,1566301
2017-12-20,45.954597,46.484283,45.547150,46.071014,46.071014,4074752
2017-12-21,46.286381,46.286381,44.714787,45.803261,45.803261,4479170
2017-12-22,45.937138,52.532013,45.005821,52.392319,52.392319,18358204
2017-12-26,51.798603,52.380676,50.750874,51.821884,51.821884,5267732
2017-12-27,51.804424,54.499416,51.321304,53.649593,53.649593,4601148
2017-12-28,53.346916,53.812572,52.706635,53.183933,53.183933,2944137
2017-12-29,53.317810,53.649593,52.386497,53.311993,53.311993,2222920
2018-01-02,53.841675,54.155994,53.067520,53.835857,53.835857,2644346
2018-01-03,54.109428,54.703144,53.527355,53.742725,53.742725,1984805
2018-01-04,53.946449,54.196739,52.456345,53.172295,53.172295,2659120
2018-01-05,53.335274,53.550640,52.299187,53.015133,53.015133,1716797
2018-01-08,53.137367,53.917347,52.997673,53.655415,53.655415,2228246
2018-01-09,53.928986,53.998837,53.131550,53.905704,53.905704,2482510
2018-01-10,53.771828,54.586727,53.410942,53.515717,53.515717,1498268
2018-01-11,53.923164,55.337601,53.923164,55.192085,55.192085,2045279
2018-01-12,55.448196,55.500584,54.545982,55.302677,55.302677,2256937
2018-01-16,55.296856,55.395809,53.195576,53.603027,53.603027,2000267
2018-01-17,54.068684,55.215366,53.725262,55.087311,55.087311,1752532
2018-01-18,55.023281,55.052387,54.220024,54.365540,54.365540,2185296
2018-01-19,54.685680,55.849827,54.284050,55.849827,55.849827,2159870
2018-01-22,56.076836,56.542492,55.180443,56.530849,56.530849,2087198
2018-01-23,56.618160,57.258438,55.727589,56.100117,56.100117,1948212
2018-01-24,56.280560,56.443539,55.069847,56.222351,56.222351,2687124
2018-01-25,56.589058,56.717113,55.564610,56.082653,56.082653,1196587
2018-01-26,56.565773,56.565773,55.599533,56.286381,56.286381,1470608
2018-01-29,55.878929,57.142025,55.686844,55.803261,55.803261,1404121
2018-01-30,55.151340,55.768333,54.575089,54.738068,54.738068,2066239
2018-01-31,55.296856,56.338764,54.959255,54.970898,54.970898,2214674
2018-02-01,54.377182,56.274738,54.185101,56.117580,56.117580,1489506
2018-02-02,55.669384,55.710129,54.318977,54.610012,54.610012,1771258
2018-02-05,53.830036,54.586727,52.188591,52.235157,52.235157,2454850
2018-02-06,51.164143,53.527355,50.296856,52.473808,52.473808,3389786
2018-02-07,52.392319,54.639114,52.211872,52.392319,52.392319,3411261
2018-02-08,53.440048,53.440048,49.272411,49.499416,49.499416,11619178
2018-02-09,50.285213,51.414436,47.823051,50.064030,50.064030,5070333
2018-02-12,50.651920,52.671711,50.360886,52.502911,52.502911,5919713
2018-02-13,51.827705,53.783470,51.461002,53.707802,53.707802,3234479
2018-02-14,53.253784,54.423748,52.578579,54.406284,54.406284,3372949
2018-02-15,54.708965,54.860302,53.026775,53.550640,53.550640,3406450
2018-02-16,53.550640,54.220024,53.178116,53.218861,53.218861,1756827
2018-02-20,52.770664,53.963913,52.526192,53.416763,53.416763,1760606
2018-02-21,53.422585,55.448196,53.422585,54.708965,54.708965,2993959
2018-02-22,55.069847,55.227009,53.591385,54.458672,54.458672,1956974
2018-02-23,54.551804,56.519207,54.499416,56.396973,56.396973,2494192
2018-02-26,57.339931,58.108265,56.693829,57.735741,57.735741,2722171
2018-02-27,57.694996,58.451687,57.095459,57.095459,57.095459,2071393
2018-02-28,57.392319,58.469151,57.107101,57.293365,57.293365,2639192
2018-03-01,57.677532,58.015133,56.309662,57.613503,57.613503,3981980
2018-03-02,57.095459,58.154831,56.071014,57.782307,57.782307,2874729
2018-03-05,57.450523,59.103607,56.816067,58.725262,58.725262,2401420
2018-03-06,58.917347,60.040745,58.620487,59.703144,59.703144,2339916
2018-03-07,59.202560,59.639114,58.550640,59.313156,59.313156,2811335
2018-03-08,59.575089,59.947613,58.416763,58.923164,58.923164,2471858
2018-03-09,59.091969,60.785797,58.905704,60.692665,60.692665,3124870
2018-03-12,60.960419,61.816067,60.157158,60.820721,60.820721,2464986
2018-03-13,61.298019,61.746216,59.738068,59.930153,59.930153,2411041
2018-03-14,60.261932,61.158325,60.087311,60.657742,60.657742,3120575
2018-03-15,60.681023,61.158325,60.145519,60.389988,60.389988,4296203
2018-03-16,60.436554,61.350407,60.093132,60.925495,60.925495,4911418
2018-03-19,60.605354,61.664726,59.068684,59.883587,59.883587,3236025
2018-03-20,60.005821,61.699650,59.953434,60.803261,60.803261,2754641
2018-03-21,60.558788,61.327126,60.454018,60.762516,60.762516,1709410
2018-03-22,60.267754,61.164143,59.388824,59.476135,59.476135,1590353
2018-03-23,59.586727,60.046566,57.828873,57.916183,57.916183,2174988
2018-03-26,59.010475,59.557625,57.735741,59.400467,59.400467,2882976
2018-03-27,59.924332,60.093132,56.880093,57.427242,57.427242,2593665
2018-03-28,57.287544,58.119907,56.286381,57.176949,57.176949,2628712
2018-03-29,57.689175,59.738068,57.689175,59.260769,59.260769,2607237
2018-04-02,58.975552,59.796276,55.884750,56.321304,56.321304,2899984
2018-04-03,57.188591,58.358555,56.431896,57.718277,57.718277,2527865
2018-04-04,56.653084,58.061699,56.117580,57.799767,57.799767,2108673
2018-04-05,58.160652,58.178116,56.658905,57.415600,57.415600,2318269
2018-04-06,57.124561,58.201397,55.424911,56.012806,56.012806,3200462
2018-04-09,56.513390,57.502911,55.995342,56.379513,56.379513,2102145
2018-04-10,57.386497,57.956928,56.903378,57.549477,57.549477,1973982
2018-04-11,56.949944,57.875439,56.932480,57.229336,57.229336,1424050
2018-04-12,57.625145,59.505238,57.625145,58.643772,58.643772,2592977
2018-04-13,59.237484,59.447029,57.427242,57.630966,57.630966,1620589
2018-04-16,58.218861,60.948776,58.218861,60.279396,60.279396,3064740
2018-04-17,60.750874,62.206055,60.157158,62.136204,62.136204,2552776
2018-04-18,62.729919,63.480793,61.280560,62.334110,62.334110,3477919
2018-04-19,62.235157,63.149010,61.903378,61.932480,61.932480,2427878
2018-04-20,61.990688,62.462166,60.582073,60.791618,60.791618,2399015
2018-04-23,61.047729,61.781139,60.139698,60.547150,60.547150,1793248
2018-04-24,60.867287,61.688007,57.945286,58.632130,58.632130,2268619
2018-04-25,58.632130,59.185101,57.200233,57.386497,57.386497,2681111
2018-04-26,57.828873,58.317810,55.069847,56.210709,56.210709,4705602
2018-04-27,56.146683,57.223515,55.593716,57.054714,57.054714,3109408
2018-04-30,57.165310,58.154831,56.420258,56.554134,56.554134,2831951
2018-05-01,56.286381,56.373692,55.046566,55.605354,55.605354,3592510
2018-05-02,55.727589,56.164143,53.341095,54.476135,54.476135,5629886
2018-05-03,53.783470,58.894062,53.550640,58.166473,58.166473,8033368
2018-05-04,57.718277,59.540161,56.827705,58.928986,58.928986,4225421
2018-05-07,59.388824,61.036087,59.004658,60.710129,60.710129,3561929
2018-05-08,60.454018,62.555298,60.291035,61.385330,61.385330,2893799
2018-05-09,61.431896,61.990688,60.774155,61.891735,61.891735,2245941
2018-05-10,62.223515,63.405121,62.107101,63.154831,63.154831,2904623
2018-05-11,63.154831,63.998837,63.038418,63.486610,63.486610,2094929
2018-05-14,63.352737,64.423752,62.584400,62.904541,62.904541,1957146
2018-05-15,62.491268,62.590221,61.641445,62.089638,62.089638,2985369
2018-05-16,61.839348,62.217693,61.257275,61.606518,61.606518,1588463
2018-05-17,61.554134,62.561119,61.501747,61.909199,61.909199,2079983
2018-05-18,62.031433,63.498253,62.008148,63.096622,63.096622,2611188
2018-05-21,63.859138,64.662399,63.672874,64.208382,64.208382,1798918
2018-05-22,64.383003,64.493599,63.224682,63.306171,63.306171,1671614
2018-05-23,63.137367,63.189754,61.606518,62.683353,62.683353,2331154
2018-05-24,62.712456,64.057045,62.572758,63.707802,63.707802,1758888
2018-05-25,63.550640,63.766006,63.207218,63.335274,63.335274,1241255
2018-05-29,63.166473,63.928986,61.955765,62.357391,62.357391,1636395
2018-05-30,62.799767,64.062866,62.741562,63.626308,63.626308,1826749
2018-05-31,63.736904,64.027939,60.820721,61.263096,61.263096,11104808
2018-06-01,61.880093,62.491268,61.263096,62.089638,62.089638,1898218
2018-06-04,62.648430,63.300350,62.107101,62.520374,62.520374,2555697
2018-06-05,62.229336,62.904541,61.449360,62.532013,62.532013,2032566
2018-06-06,62.462166,63.736904,61.967403,63.707802,63.707802,2267760
2018-06-07,63.783470,64.086143,62.619324,63.835857,63.835857,2824907
2018-06-08,63.422585,64.877762,63.422585,64.772995,64.772995,2160041
2018-06-11,64.254951,65.791618,64.220024,64.906868,64.906868,1735524
2018-06-12,65.401627,66.606522,65.285217,66.460999,66.460999,2679393
2018-06-13,66.571594,67.223518,65.564613,65.948776,65.948776,2585590
2018-06-14,66.036087,66.036087,64.383003,64.994179,64.994179,2461379
2018-06-15,64.225845,66.495926,63.940628,66.344589,66.344589,3321925
2018-06-18,65.471481,66.792786,65.046562,66.379509,66.379509,2227043
2018-06-19,64.697319,65.384171,63.783470,65.081490,65.081490,2954788
2018-06-20,65.628639,66.431900,65.209549,65.721771,65.721771,1848740
2018-06-21,65.960419,66.082657,65.075668,65.273575,65.273575,1747550
2018-06-22,66.152504,66.356232,62.997673,63.306171,63.306171,3053401
2018-06-25,62.863796,62.863796,59.476135,60.261932,60.261932,3155451
2018-06-26,60.389988,60.681023,59.109428,59.505238,59.505238,3288596
2018-06-27,59.953434,60.599533,57.532013,57.590221,57.590221,2759108
2018-06-28,57.136204,58.614670,56.461002,58.061699,58.061699,2995333
2018-06-29,58.701981,59.126892,58.224682,58.311993,58.311993,2789860
2018-07-02,57.828873,58.736904,57.427242,58.684517,58.684517,2030332
2018-07-03,58.923164,59.441212,57.572758,57.700813,57.700813,964142
2018-07-05,58.271248,58.515717,57.264259,58.370197,58.370197,3945559
2018-07-06,58.218861,59.289871,57.828873,58.998837,58.998837,1636395
2018-07-09,59.278233,60.803261,59.185101,60.558788,60.558788,1965220
2018-07-10,61.082653,61.501747,59.586727,60.244469,60.244469,1690856
2018-07-11,58.818394,59.848660,57.549477,57.660069,57.660069,2145782
2018-07-12,58.300350,59.342258,58.096622,59.167637,59.167637,1640003
2018-07-13,59.167637,59.877766,58.911526,59.225845,59.225845,1129241
2018-07-16,59.912689,60.221188,56.984867,57.665890,57.665890,2163477
2018-07-17,57.508732,58.277065,57.508732,58.189754,58.189754,1651685
2018-07-18,58.317810,59.318977,58.131550,59.185101,59.185101,1544310
2018-07-19,58.504074,59.167637,58.090801,58.568104,58.568104,1208613
2018-07-20,58.824215,59.714787,58.620487,59.394646,59.394646,1743083
2018-07-23,59.324795,60.261932,58.731083,59.988358,59.988358,1462533
2018-07-24,60.669384,60.878929,57.002327,57.770664,57.770664,3294952
2018-07-25,57.881256,59.033760,57.625145,58.963913,58.963913,1844101
2018-07-26,58.678696,58.789291,57.386497,57.753201,57.753201,3405420
2018-07-27,57.927822,58.090801,56.705471,57.427242,57.427242,1828811
2018-07-30,57.363213,57.916183,55.186264,55.710129,55.710129,3347351
2018-07-31,55.878929,58.538998,55.878929,58.044235,58.044235,1917288
2018-08-01,58.038418,58.725262,57.299187,58.160652,58.160652,2065895
2018-08-02,56.041908,59.132713,56.041908,58.451687,58.451687,3945043
2018-08-03,58.806751,59.086147,58.015133,59.039581,59.039581,1821595
2018-08-06,58.835857,60.488941,58.410942,60.448196,60.448196,2368607
2018-08-07,60.454018,61.111759,59.970898,60.861465,60.861465,3657450
2018-08-08,60.919674,61.076836,60.215366,60.518044,60.518044,1064816
2018-08-09,60.366707,61.711292,60.349243,61.245632,61.245632,2930393
2018-08-10,60.937138,61.408615,59.848660,60.908031,60.908031,1092304
2018-08-13,60.727589,60.896393,59.790455,59.935970,59.935970,915694
2018-08-14,60.040745,60.285213,59.621655,59.726425,59.726425,2860985
2018-08-15,58.905704,59.080326,57.211872,58.137367,58.137367,2335277
2018-08-16,58.830036,60.151340,58.434227,59.610012,59.610012,1375603
2018-08-17,59.330616,59.545982,58.748547,59.202560,59.202560,1108625
2018-08-20,59.144356,61.001163,59.144356,60.541328,60.541328,1856643
2018-08-21,60.465656,61.949944,60.465656,61.734573,61.734573,1812318
2018-08-22,61.536671,62.008148,61.041908,61.280560,61.280560,1197102
2018-08-23,61.222351,61.880093,60.634460,60.913853,60.913853,2194230
2018-08-24,61.187428,61.909199,61.012806,61.554134,61.554134,1454287
2018-08-27,61.699650,63.218861,61.670547,62.520374,62.520374,1409791
2018-08-28,62.729919,62.875439,61.501747,61.676369,61.676369,1057944
2018-08-29,61.827705,62.962746,60.244469,62.776485,62.776485,1652888
2018-08-30,62.537834,62.776485,61.827705,62.043072,62.043072,833917
2018-08-31,61.856812,62.252621,61.600697,61.990688,61.990688,1158963
2018-09-04,61.699650,62.235157,61.414436,62.101280,62.101280,1243488
2018-09-05,62.048893,62.374855,60.593716,61.984867,61.984867,1471295
2018-09-06,62.142025,62.759022,61.990688,62.025612,62.025612,1459785
2018-09-07,61.606518,62.799767,61.164143,61.804424,61.804424,1449648
2018-09-10,62.101280,65.244469,61.833527,65.192085,65.192085,2902389
2018-09-11,64.767174,66.082657,64.615829,65.349243,65.349243,2382866
2018-09-12,65.279396,65.803261,63.864960,64.511063,64.511063,2277724
2018-09-13,64.842842,65.529686,64.534340,65.011642,65.011642,1421130
2018-09-14,65.273575,67.130386,65.192085,66.664726,66.664726,2257108
2018-09-17,66.664726,66.938301,64.435387,65.174622,65.174622,1383334
2018-09-18,65.197906,66.210709,64.551804,66.071014,66.071014,1973638
2018-09-19,66.222351,66.833527,65.791618,66.175789,66.175789,1339353
2018-09-20,66.967407,67.019791,66.018623,66.111755,66.111755,1489678
2018-09-21,66.327126,66.658905,65.651924,65.686844,65.686844,3510046
2018-09-24,65.424911,65.681023,64.749710,65.407448,65.407448,1508919
2018-09-25,65.424911,66.065193,64.871941,65.436554,65.436554,1300182
2018-09-26,65.558792,67.677528,64.860306,66.152504,66.152504,2115545
2018-09-27,66.292198,67.083817,66.228172,66.670547,66.670547,1240740
2018-09-28,66.466820,66.880096,66.210709,66.455177,66.455177,1297949
2018-10-01,67.229340,67.299187,65.704308,65.931313,65.931313,1241599
2018-10-02,65.849823,65.948776,63.917347,64.022118,64.022118,1631069
2018-10-03,64.901047,66.443542,64.860306,65.832359,65.832359,2377712
2018-10-04,66.053551,66.693832,64.650757,65.215370,65.215370,1684671
2018-10-05,64.941795,65.250290,63.242142,64.039581,64.039581,2176019
2018-10-08,63.608849,64.010475,62.013969,63.655415,63.655415,1646531
2018-10-09,63.131550,64.004654,62.753201,62.887077,62.887077,1482634
2018-10-10,62.759022,62.840511,59.400467,59.511059,59.511059,3083638
2018-10-11,58.981373,60.256111,57.683353,57.764843,57.764843,3477060
2018-10-12,58.911526,59.336437,57.089638,58.032597,58.032597,2535253
2018-10-15,58.009312,59.080326,57.817230,58.626308,58.626308,1428002
2018-10-16,59.155994,60.419090,58.876602,60.296856,60.296856,2026209
