Ticker,NumDays,LSTMTopLayer,TrainingRMSE,TestRMSE,LastDayValue,NextDayValue,file_name
FDX,7,64,3.9089121415296257,4.5591297874688825,193.80828857421875,198.2929534912109,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/FDX.csv
FRC,3,32,2.4576404310493563,1.248582487792973,93.42858123779295,96.04881286621094,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/FRC.csv
FRC,7,32,2.405454194752474,0.933261039206001,93.09504699707033,94.97567749023438,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/FRC.csv
FRC,3,64,2.270571964800133,0.413163786621098,92.5931625366211,94.31234741210938,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/FRC.csv
FRC,7,64,2.277359893556578,0.8025531711261744,92.91890716552734,94.9926300048828,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/FRC.csv
WFC,3,32,0.9967502678980532,0.0040036984863291,55.16599655151367,57.77938461303711,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/WFC.csv
WFC,7,32,1.0191201280237274,0.7587066922127437,55.5047721862793,58.62925720214844,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/WFC.csv
WFC,3,64,0.8659773180374533,0.1960889645996104,54.97391128540039,56.75625991821289,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/WFC.csv
WFC,7,64,0.9255289695761152,1.2589748950242703,54.60046005249024,55.663841247558594,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/WFC.csv
GS,3,32,5.759768364847251,1.5629423652343633,226.3270568847656,235.06187438964844,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/GS.csv
GS,7,32,5.411773401158466,3.2220216134494706,224.7999267578125,230.4117431640625,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/GS.csv
